Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-GEOD-5523	Transcription profiling by array of Arabidopsis calcicole and calcifuge ecotypes after growth in high and low calcium conditions	transcription profiling by array	Arabidopsis thaliana	8	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5523/E-GEOD-5523.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5523/E-GEOD-5523.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5523/
E-GEOD-5522	Low chronic exposure of Arabidopsis thaliana to Caesium-137	transcription profiling by array	Arabidopsis thaliana	12	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5522/E-GEOD-5522.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5522/E-GEOD-5522.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5522/
E-GEOD-5521	Transcription profiling by array of Arabidopsis overexpressing ERD15 after treatment with abscisic acid	transcription profiling by array	Arabidopsis thaliana	4	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5521/E-GEOD-5521.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5521/E-GEOD-5521.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5521/
E-GEOD-5520	Transcription profiling by array of Arabidopsis after inoculation with Pseudomonas syringae pv. tomato	transcription profiling by array	Arabidopsis thaliana	40	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5520/E-GEOD-5520.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5520/E-GEOD-5520.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5520/
E-GEOD-5465	Transcription profiling by array of Arabidopsis overexpressing rice topoisomerase 6 genes	transcription profiling by array	Arabidopsis thaliana	6	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5465/E-GEOD-5465.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5465/E-GEOD-5465.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5465/
E-GEOD-5431	Transcription profiling of Arabidopsis with post-transcriptionally silenced Myosin XI-K	transcription profiling by array	Arabidopsis thaliana	4	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5431/E-GEOD-5431.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5431/
E-GEOD-5174	Transcription profiling of Arabidopsis Col-0, ein2-5 and ein5-1 ETHYLENE-INSENSITIVE5 encodes a 5 to 3 exoribonuclease required for posttranscriptional regulation	transcription profiling by array	Arabidopsis thaliana	12	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5174/E-GEOD-5174.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5174/
E-GEOD-4760	Transcription profiling of Arabidopsis HsfA2 knockout plants response to heat shock	transcription profiling by array	Arabidopsis thaliana	12	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4760/E-GEOD-4760.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4760/
E-GEOD-4638	Transcription profiling of Arabidopsis seedlings exposed to ANep1 Treatment	transcription profiling by array	Arabidopsis thaliana	4	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4638/E-GEOD-4638.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4638/
E-GEOD-4455	Transcription profiling of Arabidopsis roots from slim1 and the parental line grown +/-S condition	transcription profiling by array	Arabidopsis thaliana	12	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4455/E-GEOD-4455.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4455/
E-GEOD-4429	Transcription profiling of Arabidopsis thaliana response to the bacterial pathogen Pseudomonas syringae ES4326	transcription profiling by array	Arabidopsis thaliana	2	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4429/E-GEOD-4429.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4429/
E-GEOD-538	Transcription profiling of Arabidopsis shoot apices	transcription profiling by array	Arabidopsis thaliana	4	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-538/E-GEOD-538.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-538/
E-GEOD-518	Transcription profiling of Arabidopsis activation-tagged jaw-d mutant plants	transcription profiling by array	Arabidopsis thaliana	4	2008-06-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-518/E-GEOD-518.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-518/
E-GEOD-4022	Transcription profiling of Arabidopsis response to sucrose feeding to detached leaves	transcription profiling by array	Arabidopsis thaliana	4	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4022/E-GEOD-4022.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4022/
E-GEOD-4021	Transcription profiling of Arabidopsis leaves reponse to DTT to examine the effect of redox on gene expression	transcription profiling by array	Arabidopsis thaliana	4	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4021/E-GEOD-4021.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4021/
E-GEOD-3799	Transcription profiling of Arabidopsis treated with Histone acetylation during seed germination (GEO Super Series)	transcription profiling by array	Arabidopsis thaliana	7	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3799/E-GEOD-3799.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3799/
E-GEOD-3784	Transcription profiling of Arabidopsis seed germination in presence and absence of histone deaceatylase inhibitor, Trichostain A (TSA)	transcription profiling by array	Arabidopsis thaliana	3	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3784/E-GEOD-3784.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3784/
E-GEOD-3704	Transcription profiling of Arabidopsis dark grown seedlings response to 6h-long treatment with 90 mM sucrose	transcription profiling by array	Arabidopsis thaliana	4	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3704/E-GEOD-3704.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3704/
E-GEOD-3424	Transcription profiling of Arabidopsis diurnal gene expression in rosette leaves of the phosphoglucomutase mutant (Col-0)	transcription profiling by array	Arabidopsis thaliana	8	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3424/E-GEOD-3424.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3424/E-GEOD-3424.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3424/
E-GEOD-3423	Transcription profiling by array of Arabidopsis after growth in low light and low carbon dioxide	transcription profiling by array	Arabidopsis thaliana	6	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3423/E-GEOD-3423.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3423/E-GEOD-3423.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3423/
E-GEOD-3279	Transcription profiling of Arabidopsis SOC1 gain of function mutants	transcription profiling by array	Arabidopsis thaliana	7	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3279/E-GEOD-3279.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3279/
E-GEOD-3056	Transcription profiling by array of Arabidopsis pistils, ovaries and whole seedlings	transcription profiling by array	Arabidopsis thaliana	11	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3056/E-GEOD-3056.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3056/E-GEOD-3056.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3056/
E-GEOD-3002	Transcription profiling of Arabidopsis dark grown photoreceptor mutants seedlings	transcription profiling by array	Arabidopsis thaliana	4	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3002/E-GEOD-3002.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3002/
E-GEOD-2696	Transcription profiling of Arabidopsis Brassinosteroid mutant (bzr1-1D and det2) analysis	transcription profiling by array	Arabidopsis thaliana	6	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2696/E-GEOD-2696.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2696/
E-GEOD-2473	Transcription profiling by array of Arabidopsis mutant for dcl1, dcl2, hen1, hst, hyl1, rdr1, rdr2, or rdr6	transcription profiling by array	Arabidopsis thaliana	44	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2473/E-GEOD-2473.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2473/
E-GEOD-2406	Transcription profiling of Arabidopsis Col-0 vs. AtAOX1a antisense treated plants	transcription profiling by array	Arabidopsis thaliana	4	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2406/E-GEOD-2406.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2406/E-GEOD-2406.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2406/
E-GEOD-2268	Transcription profiling of Arabidopsis polysomal and non polysomal RNAs from plants exposed to mild dehydration vs. controls	transcription profiling by array	Arabidopsis thaliana	4	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2268/E-GEOD-2268.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2268/E-GEOD-2268.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2268/
E-GEOD-2169	Transcription profiling by array of Arabidopsis mutant for rre1 or rre2 after treatment with chitin	transcription profiling by array	Arabidopsis thaliana	24	2008-06-12	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2169/E-GEOD-2169.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2169/E-GEOD-2169.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2169/
E-GEOD-11262	Transcription profiling by array of Arabidopsis seed compartments at the globular embryo stage	transcription profiling by array	Arabidopsis thaliana	15	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-11262/E-GEOD-11262.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-11262/E-GEOD-11262.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-11262/
E-GEOD-10646	Transcription profiling by array of Arabidopsis mutant for mkk1 and/or mkk2 after treatment with BTH	transcription profiling by array	Arabidopsis thaliana	24	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10646/E-GEOD-10646.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10646/E-GEOD-10646.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10646/
E-GEOD-10576	Transcription profiling by array of Arabidopsis root tissues and protoplasted cells after iron deprivation	transcription profiling by array	Arabidopsis thaliana	52	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10576/E-GEOD-10576.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10576/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10576/
E-GEOD-10502	Transcription profiling by array of Arabidopsis after iron deprivation	transcription profiling by array	Arabidopsis thaliana	14	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10502/E-GEOD-10502.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10502/E-GEOD-10502.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10502/
E-GEOD-10501	Transcription profiling by array of Arabidopsis root cells after iron deprivation	transcription profiling by array	Arabidopsis thaliana	16	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10501/E-GEOD-10501.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10501/E-GEOD-10501.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10501/
E-GEOD-10497	Transcription profiling by array of Arabidopsis root developmental zones after iron deprivation	transcription profiling by array	Arabidopsis thaliana	16	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10497/E-GEOD-10497.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10497/E-GEOD-10497.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10497/
E-GEOD-10496	Transcription profiling by array of Arabidopsis protoplasted root cells after iron deprivation	transcription profiling by array	Arabidopsis thaliana	6	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10496/E-GEOD-10496.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10496/E-GEOD-10496.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10496/
E-GEOD-10326	Transcription profiling by array of Arabidopsis mutant for pho3	transcription profiling by array	Arabidopsis thaliana	6	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10326/E-GEOD-10326.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10326/E-GEOD-10326.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10326/
E-GEOD-10324	Transcription profiling of Arabidopsis dormant versus active axillary shoot apical mersitems	transcription profiling by array	Arabidopsis thaliana	2	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10324/E-GEOD-10324.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10324/E-GEOD-10324.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10324/
E-GEOD-10323	Transcription profiling by array of Arabidopsis after infection with Gigaspora rosea	transcription profiling by array	Arabidopsis thaliana	4	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10323/E-GEOD-10323.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10323/E-GEOD-10323.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10323/
E-GEOD-10322	Transcription profiling of Arabidopsis bountiful gain of function mutant	transcription profiling by array	Arabidopsis thaliana	2	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10322/E-GEOD-10322.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10322/E-GEOD-10322.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10322/
E-GEOD-10039	Transcription profiling of Arabidopsis shoots from plants grown with low Molybdenum (Mo)	transcription profiling by array	Arabidopsis thaliana	8	2008-06-11	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10039/E-GEOD-10039.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10039/
E-GEOD-2218	Transcription profiling of Arabidopsis under hypoxia stress to assess proportion of transcript associated with large polysomes	transcription profiling by array	Arabidopsis thaliana	4	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2218/E-GEOD-2218.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2218/E-GEOD-2218.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2218/
E-GEOD-2081	Transcription profiling of Arabidopsis short day leaves overexpression miR319a	transcription profiling by array	Arabidopsis thaliana	4	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2081/E-GEOD-2081.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2081/
E-GEOD-1766	Transcription profiling of Arabidopsis seedlings treated with 6-Benzyl adenine - time series	transcription profiling by array	Arabidopsis thaliana	13	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1766/E-GEOD-1766.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-1766/
E-GEOD-1512	Transcription profiling of Arabidopsis wild type and flk mutants under different light regimes	transcription profiling by array	Arabidopsis thaliana	18	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1512/E-GEOD-1512.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-1512/
E-GEOD-1051	Transcription profiling by array of Arabidopsis seeds mutant for lec1	transcription profiling by array	Arabidopsis thaliana	30	2008-06-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1051/E-GEOD-1051.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1051/E-GEOD-1051.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-1051/
E-MEXP-1573	Transcription profiling by array of wild type and arr1,10,12 mutant Arabidopsis seedlings treated with the cytokinin benzyladenine	transcription profiling by array	Arabidopsis thaliana	8	2008-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1573/E-MEXP-1573.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1573/E-MEXP-1573.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1573/
E-ATMX-32	Transcription profiling of SALK_084897 or SAIL_303_D08 Arabidopsis plants grown under normal conditions or with moderate light and drough treatment applied	transcription profiling by array	Arabidopsis thaliana	14	2008-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-ATMX-32/E-ATMX-32.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-ATMX-32/E-ATMX-32.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-ATMX-32/
E-MEXP-1344	Transcription profiling of Arabidopsis plants grown under diurnal conditions and transferred to cold conditions at different times of day to identify factors influencing cold-responsive genes	transcription profiling by array	Arabidopsis thaliana	6	2008-04-10	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1344/E-MEXP-1344.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1344/E-MEXP-1344.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1344/
E-GEOD-10522	Transcription profiling by array of Arabidopsis after exposure to low temperatures	transcription profiling by array	Arabidopsis thaliana	24	2008-04-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10522/E-GEOD-10522.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10522/E-GEOD-10522.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10522/
E-GEOD-10016	Transcription profiling of  Arabidopsis thaliana rosettes IN an extended night	transcription profiling by array	Arabidopsis thaliana	14	2008-04-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10016/E-GEOD-10016.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10016/E-GEOD-10016.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10016/
E-GEOD-10509	Transcription profiling by array of Arabidopsis mutant for flu, ex1 and/or ex2	transcription profiling by array	Arabidopsis thaliana	10	2008-04-08	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10509/E-GEOD-10509.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10509/E-GEOD-10509.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10509/
E-GEOD-10464	Transcription profiling by array of Arabidopsis mutant for flu after treatment with methyl viologen dichloride	transcription profiling by array	Arabidopsis thaliana	6	2008-04-08	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10464/E-GEOD-10464.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10464/E-GEOD-10464.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10464/
E-GEOD-10568	Transcription profiling by array of Arabidopsis mutant for camta3	transcription profiling by array	Arabidopsis thaliana	6	2008-04-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10568/E-GEOD-10568.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10568/E-GEOD-10568.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10568/
E-GEOD-9674	Transcription profiling by array of Arabidopsis misexpressing AtMYB30 after inoculation with Xanthomonas campestris pv campestris	transcription profiling by array	Arabidopsis thaliana	18	2008-04-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9674/E-GEOD-9674.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-9674/E-GEOD-9674.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-9674/
E-GEOD-10876	Transcription profiling by array of Arabidopsis mutant for flu after exposure to light for different lengths of time	transcription profiling by array	Arabidopsis thaliana	6	2008-04-05	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10876/E-GEOD-10876.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10876/E-GEOD-10876.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10876/
E-GEOD-10812	Transcription profiling by array of Arabidopsis mutant for flu and/or expressing tAPX under the control of the 35S promoter	transcription profiling by array	Arabidopsis thaliana	8	2008-04-05	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10812/E-GEOD-10812.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-10812/E-GEOD-10812.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-10812/
E-MEXP-1329	Transcription profiling of shoot apices from Arabidopsis wild type, teb, atr, and teb atr mutant plants	transcription profiling by array	Arabidopsis thaliana	8	2008-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1329/E-MEXP-1329.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1329/E-MEXP-1329.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1329/
E-TABM-430	Transcription profiling of wild type and lipocalin knock-out Arabidopsis plants grown at normal or low temperatures	transcription profiling by array	Arabidopsis thaliana	12	2008-03-31	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-430/E-TABM-430.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-430/
E-MEXP-1112	Transcription profiling of wild type and cli186 mutant Arabidopsis seedlings grown with and without carbon and light to provide information about gene networks regulated by the interaction of light and carbon signaling pathways	transcription profiling by array	Arabidopsis thaliana	16	2008-02-23	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1112/E-MEXP-1112.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1112/E-MEXP-1112.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1112/
E-NASC-70	Transcription profiling of Arabidopsis response in different temperature conditions by using wild type and virescent mutants	transcription profiling by array	Arabidopsis thaliana	2	2008-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-70/E-NASC-70.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-70/E-NASC-70.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-NASC-70/
E-NASC-69	Transcription profiling of Arabidopsis TPT-1 mutant plants grown in high light	transcription profiling by array	Arabidopsis thaliana	12	2008-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-69/E-NASC-69.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-69/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-NASC-69/
E-NASC-68	Transcription profiling of Arabidopsis mutant plants homozygous for PASTA2 vs wild type	transcription profiling by array	Arabidopsis thaliana	2	2008-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-68/E-NASC-68.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-68/E-NASC-68.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-NASC-68/
E-NASC-67	Transcription profiling of sfr6 and wild type Arabidopsis, grown in a 16/8-h light/dark cycle, to darkness for 3h or 6h at ambient growth temperature to identify dark induced gene expression	transcription profiling by array	Arabidopsis thaliana	4	2008-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-67/E-NASC-67.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-67/E-NASC-67.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-NASC-67/
E-NASC-66	Transcription profiling of Arabidopsis mutant or transgenic plants with altered membrane lipid composition to investigate the role of membrane fluidity in low temperature perception	transcription profiling by array	Arabidopsis thaliana	12	2008-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-66/E-NASC-66.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-66/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-NASC-66/
E-NASC-65	Transcription profiling of Arabidopsis plants overexpressing CaM	transcription profiling by array	Arabidopsis thaliana	12	2008-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-65/E-NASC-65.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NASC-65/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-NASC-65/
E-MEXP-1451	Transcription profiling of Arabidopsis replum cells at two development time points using cells obtained from laser capture microdissection of tape-transferred paraffin sections to promote recovery of structurally intact RNA	transcription profiling by array	Arabidopsis thaliana	7	2008-02-08	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1451/E-MEXP-1451.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1451/E-MEXP-1451.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1451/
E-TABM-52	Transcription profiling by array of nine ecotypes of Arabidopsis before and after cold acclimation	transcription profiling by array	Arabidopsis thaliana	52	2008-02-07	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-52/E-TABM-52.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-52/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-52/
E-ATMX-20	Transcription profiling by array of Arabidopsis overexpressing Zat10 under the control of the 35S promoter	transcription profiling by array	Arabidopsis thaliana	6	2008-02-05	https://www.ebi.ac.uk/arrayexpress/files/E-ATMX-20/E-ATMX-20.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-ATMX-20/E-ATMX-20.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-ATMX-20/
E-MEXP-1443	Transcription profiling by array of Arabidopsis guard cells and mesophyll cells in response to ABA treatment	transcription profiling by array	Arabidopsis thaliana	8	2008-02-02	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1443/E-MEXP-1443.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1443/E-MEXP-1443.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1443/
